"ID";"Vermogensklassen";"KenmerkenVanHetHuishouden";"Perioden";"Aantal_1";"AantalPersonen_2";"Totaal_3";"Gemiddeld_4";"k_50ePercentielMediaan_5"
"353";"   1";"6103";"2007JJ00";"601";"2.3";"31.8";"53";"14"
"354";"   1";"6103";"2008JJ00";"579";"2.3";"33.1";"57";"14"
"355";"   1";"6103";"2009JJ00";"576";"2.3";"26.9";"47";"9"
"356";"   1";"6103";"2010JJ00";"567";"2.3";"20.6";"36";"4"
"357";"   1";"6103";"2011XX00";"562";"2.3";"17.7";"31";"2"
"358";"   1";"6103";"2011JJ00";"560";"2.3";"17.2";"31";"2"
"359";"   1";"6103";"2012JJ00";"566";"2.3";"15.8";"28";"1"
"360";"   1";"6104";"2006JJ00";"746";"2.9";"73.6";"99";"34"
"361";"   1";"6104";"2007JJ00";"739";"2.9";"74.2";"100";"39"
"362";"   1";"6104";"2008JJ00";"727";"2.9";"73.5";"101";"37"
"363";"   1";"6104";"2009JJ00";"709";"2.9";"65.4";"92";"28"
"364";"   1";"6104";"2010JJ00";"677";"2.8";"52.3";"77";"15"
"365";"   1";"6104";"2011XX00";"637";"2.9";"46.3";"73";"10"
"366";"   1";"6104";"2011JJ00";"636";"2.9";"45.2";"71";"9"
"367";"   1";"6104";"2012JJ00";"610";"2.9";"38.5";"63";"6"
"368";"   1";"6105";"2006JJ00";"756";"3.1";"101.7";"134";"64"
"369";"   1";"6105";"2007JJ00";"757";"3.1";"117";"154";"70"
"370";"   1";"6105";"2008JJ00";"756";"3.1";"118.9";"157";"74"
"371";"   1";"6105";"2009JJ00";"756";"3.1";"109.8";"145";"62"
"372";"   1";"6105";"2010JJ00";"759";"3.1";"96.7";"127";"42"
"373";"   1";"6105";"2011XX00";"751";"3.1";"82.2";"109";"30"
"374";"   1";"6105";"2011JJ00";"751";"3.1";"93.5";"125";"32"
"375";"   1";"6105";"2012JJ00";"750";"3";"85.4";"114";"24"
"376";"   1";"6106";"2006JJ00";"713";"3";"120.4";"169";"83"
"377";"   1";"6106";"2007JJ00";"724";"3";"135.6";"187";"91"
"378";"   1";"6106";"2008JJ00";"735";"3";"141.9";"193";"97"
"379";"   1";"6106";"2009JJ00";"748";"3";"135.4";"181";"84"
"380";"   1";"6106";"2010JJ00";"760";"3";"130.5";"172";"66"
"381";"   1";"6106";"2011XX00";"767";"3";"124.7";"163";"58"
"382";"   1";"6106";"2011JJ00";"767";"3";"129.5";"169";"59"
"383";"   1";"6106";"2012JJ00";"770";"3";"122.5";"159";"51"
"384";"   1";"6107";"2006JJ00";"655";"2.6";"133.2";"203";"112"
"385";"   1";"6107";"2007JJ00";"666";"2.6";"145.5";"218";"123"
"386";"   1";"6107";"2008JJ00";"673";"2.6";"152.4";"226";"128"
"387";"   1";"6107";"2009JJ00";"684";"2.6";"155.1";"227";"119"
"388";"   1";"6107";"2010JJ00";"699";"2.6";"154.1";"221";"97"
"389";"   1";"6107";"2011XX00";"711";"2.6";"132.8";"187";"79"
"390";"   1";"6107";"2011JJ00";"712";"2.6";"144.5";"203";"84"
"391";"   1";"6107";"2012JJ00";"727";"2.6";"141.8";"195";"75"
"392";"   1";"6108";"2006JJ00";"680";"2.1";"168.4";"248";"130"
"393";"   1";"6108";"2007JJ00";"656";"2.1";"175.1";"267";"138"
"394";"   1";"6108";"2008JJ00";"647";"2.1";"173.7";"269";"144"
"395";"   1";"6108";"2009JJ00";"640";"2.1";"163.3";"255";"131"
"396";"   1";"6108";"2010JJ00";"647";"2.1";"155";"240";"115"
"397";"   1";"6108";"2011XX00";"649";"2.2";"154.4";"238";"112"
"398";"   1";"6108";"2011JJ00";"648";"2.2";"151.3";"234";"110"
"399";"   1";"6108";"2012JJ00";"660";"2.2";"147";"223";"101"
"400";"   1";"6109";"2006JJ00";"503";"1.9";"138.3";"275";"145"
"401";"   1";"6109";"2007JJ00";"554";"1.9";"164.4";"297";"160"
"402";"   1";"6109";"2008JJ00";"597";"1.9";"188.4";"315";"171"
"403";"   1";"6109";"2009JJ00";"625";"1.9";"180.3";"289";"157"
"404";"   1";"6109";"2010JJ00";"639";"1.9";"179.1";"280";"145"
"405";"   1";"6109";"2011XX00";"661";"1.9";"182.3";"276";"135"
"406";"   1";"6109";"2011JJ00";"660";"1.9";"175.3";"265";"133"
"407";"   1";"6109";"2012JJ00";"642";"1.9";"164.3";"256";"126"
"408";"   1";"6110";"2006JJ00";"429";"1.7";"107.5";"251";"112"
"409";"   1";"6110";"2007JJ00";"438";"1.7";"121.3";"277";"134"
"410";"   1";"6110";"2008JJ00";"447";"1.7";"131.8";"295";"157"
"411";"   1";"6110";"2009JJ00";"461";"1.7";"131.9";"286";"163"
"412";"   1";"6110";"2010JJ00";"478";"1.7";"140.2";"293";"155"
"413";"   1";"6110";"2011XX00";"487";"1.7";"140.3";"288";"150"
"414";"   1";"6110";"2011JJ00";"487";"1.7";"138.5";"284";"146"
"415";"   1";"6110";"2012JJ00";"537";"1.7";"150.4";"280";"144"
"416";"   1";"6111";"2006JJ00";"377";"1.6";"81.7";"217";"66"
"417";"   1";"6111";"2007JJ00";"379";"1.6";"89.6";"237";"89"
"418";"   1";"6111";"2008JJ00";"381";"1.6";"98.3";"258";"112"
"419";"   1";"6111";"2009JJ00";"390";"1.6";"100.6";"258";"122"
"420";"   1";"6111";"2010JJ00";"399";"1.6";"100.9";"253";"119"
"421";"   1";"6111";"2011XX00";"410";"1.6";"105.2";"256";"120"
"422";"   1";"6111";"2011JJ00";"410";"1.6";"104.5";"255";"121"
"423";"   1";"6111";"2012JJ00";"417";"1.6";"105.1";"252";"124"
"424";"   1";"6112";"2006JJ00";"734";"1.4";"143.1";"195";"34"
"425";"   1";"6112";"2007JJ00";"750";"1.4";"154.7";"206";"38"
"426";"   1";"6112";"2008JJ00";"767";"1.4";"170.7";"223";"43"
"427";"   1";"6112";"2009JJ00";"784";"1.4";"165.6";"211";"47"
"428";"   1";"6112";"2010JJ00";"799";"1.4";"172.9";"216";"52"
"429";"   1";"6112";"2011XX00";"814";"1.4";"173.6";"213";"55"
"430";"   1";"6112";"2011JJ00";"814";"1.4";"180.9";"222";"60"
"431";"   1";"6112";"2012JJ00";"834";"1.4";"185.3";"222";"67"
"432";"   1";" 122";"2006JJ00";"5818";"2.3";"1022.2";"176";"59"
"433";"   1";" 122";"2007JJ00";"5843";"2.2";"1110.9";"190";"66"
"434";"   1";" 122";"2008JJ00";"5883";"2.2";"1177.6";"200";"72"
"435";"   1";" 122";"2009JJ00";"5917";"2.2";"1132.2";"191";"66"
"436";"   1";" 122";"2010JJ00";"5920";"2.2";"1102.3";"186";"54"
"437";"   1";" 122";"2011XX00";"5919";"2.2";"1058.6";"179";"50"
"438";"   1";" 122";"2011JJ00";"5907";"2.2";"1074.5";"182";"49"
"439";"   1";" 122";"2012JJ00";"5940";"2.2";"1052.6";"177";"47"
"440";"   1";" 123";"2006JJ00";"656";"2.1";"85.8";"131";"18"
"441";"   1";" 123";"2007JJ00";"664";"2.1";"98.1";"148";"19"
"442";"   1";" 123";"2008JJ00";"670";"2.1";"103.8";"155";"22"
"443";"   1";" 123";"2009JJ00";"683";"2.1";"96.9";"142";"17"
"444";"   1";" 123";"2010JJ00";"706";"2.1";"93.7";"133";"12"
"445";"   1";" 123";"2011XX00";"720";"2";"92.7";"129";"11"
"446";"   1";" 123";"2011JJ00";"717";"2";"96.5";"134";"12"
"447";"   1";" 123";"2012JJ00";"734";"2";"93.9";"128";"10"
"448";"   1";" 124";"2006JJ00";"210";"2.2";"25.2";"120";"18"
"449";"   1";" 124";"2007JJ00";"216";"2.2";"31.4";"146";"19"
"450";"   1";" 124";"2008JJ00";"215";"2.2";"35";"163";"22"
"451";"   1";" 124";"2009JJ00";"213";"2.2";"31.7";"148";"18"
"452";"   1";" 124";"2010JJ00";"214";"2.2";"30.1";"141";"13"
"453";"   1";" 124";"2011XX00";"213";"2.2";"29.3";"137";"14"
"454";"   1";" 124";"2011JJ00";"211";"2.1";"30.7";"146";"17"
"455";"   1";" 124";"2012JJ00";"211";"2.1";"29.1";"138";"15"
"456";"   1";" 125";"2006JJ00";"198";"2";"31.4";"159";"38"
"457";"   1";" 125";"2007JJ00";"198";"2";"33.8";"171";"44"
"458";"   1";" 125";"2008JJ00";"196";"2";"35.7";"182";"54"
"459";"   1";" 125";"2009JJ00";"195";"1.9";"32.7";"168";"49"
"460";"   1";" 125";"2010JJ00";"195";"1.9";"32.4";"166";"40"
"461";"   1";" 125";"2011XX00";"193";"2";"30.8";"160";"40"
"462";"   1";" 125";"2011JJ00";"197";"1.9";"32.6";"165";"32"
"463";"   1";" 125";"2012JJ00";"197";"1.9";"31.7";"161";"30"
"464";"   1";" 126";"2006JJ00";"52";"2";"9.8";"187";"42"
"465";"   1";" 126";"2007JJ00";"51";"2";"10.1";"199";"43"
"466";"   1";" 126";"2008JJ00";"50";"2";"9.6";"192";"59"
"467";"   1";" 126";"2009JJ00";"49";"2";"10.1";"207";"61"
"468";"   1";" 126";"2010JJ00";"49";"2";"8.5";"174";"36"
"469";"   1";" 126";"2011XX00";"49";"2";"8.9";"180";"31"
"470";"   1";" 126";"2011JJ00";"52";"2";"10.1";"194";"45"
"471";"   1";" 126";"2012JJ00";"52";"2";"9.8";"188";"41"
"472";"   1";" 127";"2006JJ00";"196";"2.1";"19.5";"99";"6"
"473";"   1";" 127";"2007JJ00";"200";"2.1";"22.9";"115";"6"
"474";"   1";" 127";"2008JJ00";"208";"2.1";"23.5";"113";"7"
"475";"   1";" 127";"2009JJ00";"226";"2.1";"22.4";"99";"5"
"476";"   1";" 127";"2010JJ00";"248";"2.1";"22.8";"92";"4"
"477";"   1";" 127";"2011XX00";"265";"2";"23.7";"89";"3"
"478";"   1";" 127";"2011JJ00";"257";"2";"23.1";"90";"3"
"479";"   1";" 127";"2012JJ00";"274";"2";"23.3";"85";"3"
"480";"   1";" 128";"2006JJ00";"589";"2.6";"5.5";"9";"1"
"481";"   1";" 128";"2007JJ00";"602";"2.6";"14.8";"25";"1"
"482";"   1";" 128";"2008JJ00";"614";"2.6";"18.1";"30";"1"
"483";"   1";" 128";"2009JJ00";"643";"2.5";"19.4";"30";"1"
"484";"   1";" 128";"2010JJ00";"677";"2.5";"17.4";"26";"1"
"485";"   1";" 128";"2011XX00";"698";"2.5";"17.2";"25";"1"
"486";"   1";" 128";"2011JJ00";"713";"2.4";"20.2";"28";"1"
"487";"   1";" 128";"2012JJ00";"732";"2.4";"19.9";"27";"1"
"488";"   1";" 129";"2006JJ00";"139";"2.2";"4.3";"31";"1"
"489";"   1";" 129";"2007JJ00";"142";"2.2";"4.1";"29";"1"
"490";"   1";" 129";"2008JJ00";"144";"2.2";"5.6";"39";"2"
"491";"   1";" 129";"2009JJ00";"148";"2.2";"5.8";"39";"2"
"492";"   1";" 129";"2010JJ00";"151";"2.2";"5.7";"37";"1"
"493";"   1";" 129";"2011XX00";"153";"2.1";"5.3";"35";"1"
"494";"   1";" 129";"2011JJ00";"157";"2.1";"5.8";"37";"1"
"495";"   1";" 129";"2012JJ00";"159";"2.1";"5.6";"35";"1"
"496";"   1";" 130";"2006JJ00";"55";"2";"0.9";"16";"0"
"497";"   1";" 130";"2007JJ00";"56";"2";"1.2";"21";"0"
"498";"   1";" 130";"2008JJ00";"55";"2";"1.4";"26";"0"
"499";"   1";" 130";"2009JJ00";"60";"2";"1.9";"32";"0"
"500";"   1";" 130";"2010JJ00";"63";"2";"1.5";"23";"0"
"501";"   1";" 130";"2011XX00";"64";"2";"1.6";"26";"1"
"502";"   1";" 130";"2011JJ00";"64";"2";"1.5";"24";"0"
"503";"   1";" 130";"2012JJ00";"66";"2";"1.5";"23";"0"
"504";"   1";" 131";"2006JJ00";"117";"3.1";"1.6";"13";"1"
"505";"   1";" 131";"2007JJ00";"121";"3.1";"2.6";"22";"1"
"506";"   1";" 131";"2008JJ00";"124";"3";"3.1";"25";"1"
"507";"   1";" 131";"2009JJ00";"128";"3";"3.2";"25";"1"
"508";"   1";" 131";"2010JJ00";"134";"2.9";"2.3";"17";"1"
"509";"   1";" 131";"2011XX00";"141";"2.8";"2.4";"17";"1"
"510";"   1";" 131";"2011JJ00";"140";"2.8";"2.9";"21";"1"
"511";"   1";" 131";"2012JJ00";"141";"2.8";"2.9";"21";"1"
"512";"   1";" 132";"2006JJ00";"97";"3.1";"0.6";"7";"1"
"513";"   1";" 132";"2007JJ00";"100";"3.1";"0.4";"4";"1"
"514";"   1";" 132";"2008JJ00";"101";"3.1";"0.6";"6";"1"
"515";"   1";" 132";"2009JJ00";"105";"3.1";"1.2";"11";"1"
"516";"   1";" 132";"2010JJ00";"111";"3";"1.1";"10";"1"
"517";"   1";" 132";"2011XX00";"120";"2.9";"1";"8";"1"
"518";"   1";" 132";"2011JJ00";"117";"3";"1.2";"11";"1"
"519";"   1";" 132";"2012JJ00";"120";"3";"1.2";"10";"1"
"520";"   1";" 133";"2006JJ00";"182";"2.4";"-1.9";"-11";"1"
"521";"   1";" 133";"2007JJ00";"183";"2.4";"6.5";"35";"1"
"522";"   1";" 133";"2008JJ00";"188";"2.4";"7.4";"39";"1"
"523";"   1";" 133";"2009JJ00";"202";"2.3";"7.3";"36";"1"
"524";"   1";" 133";"2010JJ00";"217";"2.3";"6.9";"32";"1"
"525";"   1";" 133";"2011XX00";"220";"2.3";"6.9";"31";"1"
"526";"   1";" 133";"2011JJ00";"236";"2.3";"8.7";"37";"1"
"527";"   1";" 133";"2012JJ00";"247";"2.3";"8.6";"35";"1"
"528";"   1";" 142";"2006JJ00";"5818";"2.3";"1022.2";"176";"59"
"529";"   1";" 142";"2007JJ00";"5843";"2.2";"1110.9";"190";"66"
"530";"   1";" 142";"2008JJ00";"5883";"2.2";"1177.6";"200";"72"
"531";"   1";" 142";"2009JJ00";"5917";"2.2";"1132.2";"191";"66"
"532";"   1";" 142";"2010JJ00";"5920";"2.2";"1102.3";"186";"54"
"533";"   1";" 142";"2011XX00";"5919";"2.2";"1058.6";"179";"50"
"534";"   1";" 142";"2011JJ00";"5907";"2.2";"1074.5";"182";"49"
"535";"   1";" 142";"2012JJ00";"5940";"2.2";"1052.6";"177";"47"
"536";"   1";" 143";"2006JJ00";"656";"2.1";"85.8";"131";"18"
"537";"   1";" 143";"2007JJ00";"664";"2.1";"98.1";"148";"19"
"538";"   1";" 143";"2008JJ00";"670";"2.1";"103.8";"155";"22"
"539";"   1";" 143";"2009JJ00";"683";"2.1";"96.9";"142";"17"
"540";"   1";" 143";"2010JJ00";"706";"2.1";"93.7";"133";"12"
"541";"   1";" 143";"2011XX00";"720";"2";"92.7";"129";"11"
"542";"   1";" 143";"2011JJ00";"717";"2";"96.5";"134";"12"
"543";"   1";" 143";"2012JJ00";"734";"2";"93.9";"128";"10"
"544";"   1";" 144";"2006JJ00";"278";"2.1";"29";"104";"10"
"545";"   1";" 144";"2007JJ00";"283";"2";"32";"113";"9"
"546";"   1";" 144";"2008JJ00";"286";"2";"32.4";"113";"10"
"547";"   1";" 144";"2009JJ00";"302";"2";"29.9";"99";"8"
"548";"   1";" 144";"2010JJ00";"324";"2";"30.9";"95";"6"
"549";"   1";" 144";"2011XX00";"339";"1.9";"31.8";"94";"5"
"550";"   1";" 144";"2011JJ00";"329";"2";"33.7";"102";"5"
"551";"   1";" 144";"2012JJ00";"343";"1.9";"33.5";"98";"5"
"552";"   1";" 145";"2006JJ00";"378";"2.1";"56.8";"150";"27"
"553";"   1";" 145";"2007JJ00";"381";"2.1";"66.2";"174";"30"
"554";"   1";" 145";"2008JJ00";"384";"2.1";"71.4";"186";"37"
"555";"   1";" 145";"2009JJ00";"381";"2.1";"67";"176";"33"
"556";"   1";" 145";"2010JJ00";"382";"2.1";"62.8";"164";"23"
"557";"   1";" 145";"2011XX00";"381";"2.1";"60.9";"160";"22"
"558";"   1";" 145";"2011JJ00";"388";"2.1";"62.8";"162";"24"
"559";"   1";" 145";"2012JJ00";"391";"2.1";"60.4";"154";"22"
"560";"   1";" 146";"2006JJ00";"589";"2.6";"5.5";"9";"1"
"561";"   1";" 146";"2007JJ00";"602";"2.6";"14.8";"25";"1"
"562";"   1";" 146";"2008JJ00";"614";"2.6";"18.1";"30";"1"
"563";"   1";" 146";"2009JJ00";"643";"2.5";"19.4";"30";"1"
"564";"   1";" 146";"2010JJ00";"677";"2.5";"17.4";"26";"1"
"565";"   1";" 146";"2011XX00";"698";"2.5";"17.2";"25";"1"
"566";"   1";" 146";"2011JJ00";"713";"2.4";"20.2";"28";"1"
"567";"   1";" 146";"2012JJ00";"732";"2.4";"19.9";"27";"1"
"568";"   1";" 147";"2006JJ00";"500";"2.7";"3.4";"7";"1"
"569";"   1";" 147";"2007JJ00";"506";"2.7";"12.2";"24";"1"
"570";"   1";" 147";"2008JJ00";"510";"2.7";"15.1";"30";"1"
"571";"   1";" 147";"2009JJ00";"531";"2.6";"16.3";"31";"1"
"572";"   1";" 147";"2010JJ00";"553";"2.6";"14";"25";"1"
"573";"   1";" 147";"2011XX00";"562";"2.6";"14.9";"27";"1"
"574";"   1";" 147";"2011JJ00";"578";"2.5";"16.3";"28";"1"
"575";"   1";" 147";"2012JJ00";"590";"2.5";"16.1";"27";"1"
"576";"   1";" 148";"2006JJ00";"89";"2";"2.1";"24";"1"
"577";"   1";" 148";"2007JJ00";"96";"2";"2.5";"26";"1"
"578";"   1";" 148";"2008JJ00";"103";"2";"3";"29";"1"
"579";"   1";" 148";"2009JJ00";"112";"2";"3.1";"28";"1"
"580";"   1";" 148";"2010JJ00";"124";"2";"3.4";"27";"1"
"581";"   1";" 148";"2011XX00";"136";"2";"2.3";"17";"1"
"582";"   1";" 148";"2011JJ00";"135";"2";"3.9";"29";"1"
"583";"   1";" 148";"2012JJ00";"142";"2";"3.8";"27";"1"
"584";"   1";" 182";"2006JJ00";"3801";"2.6";"480.6";"126";"43"
"585";"   1";" 182";"2007JJ00";"3844";"2.5";"537.1";"140";"45"
"586";"   1";" 182";"2008JJ00";"3892";"2.5";"492.5";"127";"45"
"587";"   1";" 182";"2009JJ00";"3951";"2.5";"513.6";"130";"36"
"588";"   1";" 182";"2010JJ00";"3944";"2.5";"482.7";"122";"26"
"589";"   1";" 182";"2011XX00";"3888";"2.5";"429";"110";"22"
"590";"   1";" 182";"2011JJ00";"3888";"2.5";"459.9";"118";"23"
"591";"   1";" 182";"2012JJ00";"3874";"2.5";"447.3";"115";"19"
"592";"   1";" 183";"2006JJ00";"3238";"2.5";"350";"108";"36"
"593";"   1";" 183";"2007JJ00";"3282";"2.5";"383.5";"117";"38"
"594";"   1";" 183";"2008JJ00";"3341";"2.5";"373.7";"112";"38"
"595";"   1";" 183";"2009JJ00";"3365";"2.5";"365";"108";"28"
"596";"   1";" 183";"2010JJ00";"3334";"2.5";"329.2";"99";"21"
"597";"   1";" 183";"2011XX00";"3266";"2.5";"302.9";"93";"17"
"598";"   1";" 183";"2011JJ00";"3264";"2.5";"315.4";"97";"17"
"599";"   1";" 183";"2012JJ00";"3234";"2.5";"297.7";"92";"14"
"600";"   1";" 184";"2006JJ00";"456";"2.6";"55.9";"123";"70"
"601";"   1";" 184";"2007JJ00";"443";"2.6";"57.6";"130";"77"
"602";"   1";" 184";"2008JJ00";"431";"2.6";"59.7";"139";"80"
"603";"   1";" 184";"2009JJ00";"442";"2.5";"61.1";"138";"75"
"604";"   1";" 184";"2010JJ00";"456";"2.5";"56.3";"124";"58"
"605";"   1";" 184";"2011XX00";"467";"2.5";"53.5";"115";"51"
"606";"   1";" 184";"2011JJ00";"471";"2.5";"55.8";"119";"50"
"607";"   1";" 184";"2012JJ00";"484";"2.5";"55.6";"115";"45"
"608";"   1";" 185";"2006JJ00";"106";"3";"74.6";"703";"313"
"609";"   1";" 185";"2007JJ00";"120";"3";"96.1";"803";"316"
"610";"   1";" 185";"2008JJ00";"120";"3";"59.1";"493";"257"
"611";"   1";" 185";"2009JJ00";"143";"2.9";"87.5";"610";"269"
"612";"   1";" 185";"2010JJ00";"154";"2.9";"97.3";"630";"232"
"613";"   1";" 185";"2011XX00";"155";"3";"72.6";"470";"192"
"614";"   1";" 185";"2011JJ00";"153";"3";"88.7";"578";"198"
"615";"   1";" 185";"2012JJ00";"156";"3";"94.1";"604";"200"
"616";"   1";" 186";"2006JJ00";"753";"2.8";"294.9";"392";"168"
"617";"   1";" 186";"2007JJ00";"757";"2.9";"317.1";"419";"178"
"618";"   1";" 186";"2008JJ00";"806";"2.8";"426.8";"530";"198"
"619";"   1";" 186";"2009JJ00";"853";"2.8";"348.5";"409";"168"
"620";"   1";" 186";"2010JJ00";"824";"2.8";"329.7";"400";"146"
"621";"   1";" 186";"2011XX00";"853";"2.8";"341.5";"400";"133"
"622";"   1";" 186";"2011JJ00";"839";"2.8";"329.7";"393";"136"
"623";"   1";" 186";"2012JJ00";"867";"2.8";"303.6";"350";"122"
"624";"   1";" 187";"2006JJ00";"2509";"1.6";"338.1";"135";"20"
"625";"   1";" 187";"2007JJ00";"2508";"1.6";"369.5";"147";"22"
"626";"   1";" 187";"2008JJ00";"2468";"1.6";"380.3";"154";"23"
"627";"   1";" 187";"2009JJ00";"2439";"1.6";"386.5";"158";"25"
"628";"   1";" 187";"2010JJ00";"2535";"1.6";"401";"158";"24"
"629";"   1";" 187";"2011XX00";"2597";"1.6";"398";"153";"24"
"630";"   1";" 187";"2011JJ00";"2610";"1.6";"401.5";"154";"24"
"631";"   1";" 187";"2012JJ00";"2665";"1.6";"415.4";"156";"24"
"632";"   1";" 188";"2006JJ00";"2058";"1.6";"331.7";"161";"36"
"633";"   1";" 188";"2007JJ00";"2047";"1.6";"360.8";"176";"44"
"634";"   1";" 188";"2008JJ00";"2029";"1.6";"372.9";"184";"59"
"635";"   1";" 188";"2009JJ00";"2028";"1.6";"380";"187";"64"
"636";"   1";" 188";"2010JJ00";"2095";"1.6";"395.5";"189";"64"
"637";"   1";" 188";"2011XX00";"2133";"1.6";"392.3";"184";"63"
"638";"   1";" 188";"2011JJ00";"2130";"1.6";"395";"185";"65"
"639";"   1";" 188";"2012JJ00";"2158";"1.6";"409.2";"190";"69"
"640";"   1";" 189";"2006JJ00";"117";"2";"11";"93";"6"
"641";"   1";" 189";"2007JJ00";"92";"2";"9.4";"102";"11"
"642";"   1";" 189";"2008JJ00";"70";"1.9";"7.8";"112";"20"
"643";"   1";" 189";"2009JJ00";"55";"1.8";"6.1";"111";"15"
"644";"   1";" 189";"2010JJ00";"69";"1.8";"6.1";"89";"4"
"645";"   1";" 189";"2011XX00";"78";"1.9";"6.1";"79";"5"
"646";"   1";" 189";"2011JJ00";"77";"2";"6";"77";"4"
"647";"   1";" 189";"2012JJ00";"74";"1.9";"5.9";"80";"5"
"648";"   1";" 190";"2006JJ00";"258";"2";"20.4";"79";"5"
"649";"   1";" 190";"2007JJ00";"239";"1.9";"19.1";"80";"4"
"650";"   1";" 190";"2008JJ00";"232";"1.9";"19.5";"84";"5"
"651";"   1";" 190";"2009JJ00";"230";"1.9";"17.7";"77";"4"
"652";"   1";" 190";"2010JJ00";"240";"1.9";"16.5";"69";"4"
"653";"   1";" 190";"2011XX00";"240";"1.9";"15.6";"65";"4"
"654";"   1";" 190";"2011JJ00";"256";"1.9";"20";"78";"5"
"655";"   1";" 190";"2012JJ00";"255";"1.9";"18.5";"72";"4"
"656";"   1";" 191";"2006JJ00";"1683";"1.5";"300.3";"178";"50"
"657";"   1";" 191";"2007JJ00";"1717";"1.5";"332.4";"194";"66"
"658";"   1";" 191";"2008JJ00";"1726";"1.5";"345.5";"200";"84"
"659";"   1";" 191";"2009JJ00";"1744";"1.5";"356.2";"204";"94"
"660";"   1";" 191";"2010JJ00";"1786";"1.5";"372.9";"209";"99"
"661";"   1";" 191";"2011XX00";"1816";"1.6";"370.6";"204";"97"
"662";"   1";" 191";"2011JJ00";"1796";"1.5";"369.1";"205";"97"
"663";"   1";" 191";"2012JJ00";"1828";"1.5";"384.8";"210";"101"
"664";"   1";" 192";"2006JJ00";"323";"2";"2.8";"9";"0"
"665";"   1";" 192";"2007JJ00";"320";"1.9";"4.4";"14";"0"
"666";"   1";" 192";"2008JJ00";"299";"1.9";"4";"13";"1"
"667";"   1";" 192";"2009JJ00";"288";"1.9";"3.2";"11";"1"
"668";"   1";" 192";"2010JJ00";"297";"1.8";"2.7";"9";"1"
"669";"   1";" 192";"2011XX00";"316";"1.8";"2.4";"8";"1"
"670";"   1";" 192";"2011JJ00";"328";"1.8";"3.2";"10";"1"
"671";"   1";" 192";"2012JJ00";"346";"1.8";"3.2";"9";"1"
"672";"   1";" 193";"2006JJ00";"274";"2.1";"0.6";"2";"0"
"673";"   1";" 193";"2007JJ00";"266";"2";"0.9";"3";"0"
"674";"   1";" 193";"2008JJ00";"242";"2";"0.8";"3";"0"
"675";"   1";" 193";"2009JJ00";"226";"2";"0.5";"2";"0"
"676";"   1";" 193";"2010JJ00";"232";"1.9";"0.7";"3";"0"
"677";"   1";" 193";"2011XX00";"245";"1.9";"0.6";"3";"0"
"678";"   1";" 193";"2011JJ00";"251";"1.9";"0.8";"3";"0"
"679";"   1";" 193";"2012JJ00";"263";"1.9";"0.8";"3";"0"
"680";"   1";" 194";"2006JJ00";"49";"1.5";"2.2";"45";"3"
"681";"   1";" 194";"2007JJ00";"54";"1.4";"3.5";"65";"3"
"682";"   1";" 194";"2008JJ00";"57";"1.4";"3.2";"57";"4"
"683";"   1";" 194";"2009JJ00";"63";"1.4";"2.7";"43";"3"
"684";"   1";" 194";"2010JJ00";"65";"1.4";"2.1";"32";"4"
"685";"   1";" 194";"2011XX00";"71";"1.4";"1.8";"25";"3"
"686";"   1";" 194";"2011JJ00";"77";"1.4";"2.4";"31";"3"
"687";"   1";" 194";"2012JJ00";"82";"1.4";"2.4";"29";"3"
"688";"   1";" 195";"2006JJ00";"128";"1.2";"3.6";"28";"1"
"689";"   1";" 195";"2007JJ00";"141";"1.2";"4.3";"31";"1"
"690";"   1";" 195";"2008JJ00";"141";"1.2";"3.4";"24";"2"
"691";"   1";" 195";"2009JJ00";"122";"1.2";"3.3";"27";"2"
"692";"   1";" 195";"2010JJ00";"142";"1.2";"2.7";"19";"2"
"693";"   1";" 195";"2011XX00";"147";"1.2";"3.3";"22";"2"
"694";"   1";" 195";"2011JJ00";"153";"1.2";"3.2";"21";"2"
"695";"   1";" 195";"2012JJ00";"162";"1.2";"3";"18";"2"
"696";"   1";" 202";"2006JJ00";"3800";"2.6";"1016.3";"267";"169"
"697";"   1";" 202";"2007JJ00";"3905";"2.6";"1126.3";"288";"179"
"698";"   1";" 202";"2008JJ00";"3975";"2.6";"1180";"297";"182"
"699";"   1";" 202";"2009JJ00";"4126";"2.6";"1174.5";"285";"177"
"700";"   1";" 202";"2010JJ00";"4174";"2.6";"1134.2";"272";"157"
"701";"   1";" 202";"2011XX00";"4214";"2.6";"1093.8";"260";"149"
"702";"   1";" 202";"2011JJ00";"4187";"2.6";"1111.6";"265";"151"
"703";"   1";" 202";"2012JJ00";"4226";"2.6";"1087.2";"257";"143"
"704";"   1";" 203";"2006JJ00";"3262";"1.8";"97.3";"30";"4"
"705";"   1";" 203";"2007JJ00";"3204";"1.8";"97.6";"30";"4"
"706";"   1";" 203";"2008JJ00";"3191";"1.8";"119.6";"37";"4"
"707";"   1";" 203";"2009JJ00";"3116";"1.8";"74";"24";"4"
"708";"   1";" 203";"2010JJ00";"3129";"1.8";"79.3";"25";"4"
"709";"   1";" 203";"2011XX00";"3123";"1.8";"74.6";"24";"4"
"710";"   1";" 203";"2011JJ00";"3150";"1.7";"79.5";"25";"4"
"711";"   1";" 203";"2012JJ00";"3180";"1.7";"79.2";"25";"4"
"712";"   1";" 204";"2006JJ00";"1023";"1.8";"6.6";"6";"2"
